record_id,datetime,year,month,day,hour,pm10,so2,no2,co,o3,temperature,pressure,dew_point,rain,wind_direction,wind_speed,pm25
16037,2015-01-19 18:00:00,2015,1,19,18,104.0,38.0,79.0,1600.0,15.0,3.0,1017.0,-14.2,0.0,SSW,0.8,58.0
16038,2015-01-19 19:00:00,2015,1,19,19,124.0,56.0,102.0,2200.0,2.0,0.0,1019.0,-13.0,0.0,E,0.2,74.0
16039,2015-01-19 20:00:00,2015,1,19,20,128.0,58.0,102.0,2300.0,2.0,-1.0,1018.0,-12.6,0.0,S,1.2,82.0
16040,2015-01-19 21:00:00,2015,1,19,21,130.0,51.0,94.0,2000.0,2.0,2.0,1016.0,-11.9,0.0,SW,0.7,80.0
16041,2015-01-19 22:00:00,2015,1,19,22,111.0,56.0,86.0,2200.0,2.0,0.0,1019.0,-10.8,0.0,E,0.2,65.0
16042,2015-01-19 23:00:00,2015,1,19,23,83.0,50.0,81.0,2100.0,2.0,-4.0,1016.0,-11.5,0.0,NE,1.6,50.0
16043,2015-01-20 00:00:00,2015,1,20,0,98.0,47.0,83.0,2100.0,2.0,-1.0,1018.0,-10.9,0.0,NE,1.8,59.0
16044,2015-01-20 01:00:00,2015,1,20,1,103.0,34.0,75.0,1800.0,2.0,-1.0,1018.0,-9.9,0.0,ENE,2.2,69.0
16045,2015-01-20 02:00:00,2015,1,20,2,94.0,17.0,71.0,1700.0,2.0,-2.0,1019.0,-10.6,0.0,NE,1.3,64.0
16046,2015-01-20 03:00:00,2015,1,20,3,88.0,23.0,75.0,2100.0,2.0,-2.0,1017.0,-10.6,0.0,ENE,1.1,66.0
16047,2015-01-20 04:00:00,2015,1,20,4,102.0,36.0,79.0,2200.0,2.0,-2.0,1020.0,-10.1,0.0,NE,1.0,76.0
16048,2015-01-20 05:00:00,2015,1,20,5,115.0,49.0,83.0,2500.0,2.0,-4.0,1018.0,-11.1,0.0,ENE,1.0,82.0
16049,2015-01-20 06:00:00,2015,1,20,6,107.0,44.0,84.0,2900.0,2.0,-5.0,1016.0,-11.4,0.0,ENE,1.3,81.0
16050,2015-01-20 07:00:00,2015,1,20,7,105.0,42.0,82.0,2800.0,2.0,-5.0,1019.0,-10.8,0.0,ENE,1.1,78.0
16051,2015-01-20 08:00:00,2015,1,20,8,110.0,45.0,82.0,2800.0,2.0,-5.0,1019.0,-11.0,0.0,ENE,1.1,77.0
16052,2015-01-20 09:00:00,2015,1,20,9,127.0,46.0,82.0,2900.0,2.0,-3.0,1017.0,-9.9,0.0,ENE,1.5,80.0
16053,2015-01-20 10:00:00,2015,1,20,10,121.0,56.0,80.0,2500.0,4.0,0.0,1015.0,-8.5,0.0,ENE,1.6,81.0
16054,2015-01-20 11:00:00,2015,1,20,11,130.0,59.0,79.0,2500.0,7.0,2.0,1017.0,-7.9,0.0,ENE,2.1,87.0
16055,2015-01-20 12:00:00,2015,1,20,12,136.0,65.0,86.0,2500.0,8.0,3.0,1017.0,-7.8,0.0,E,1.6,99.0
16056,2015-01-20 13:00:00,2015,1,20,13,112.0,62.0,71.0,2000.0,17.0,3.0,1015.0,-9.0,0.0,NNE,1.7,88.0
16057,2015-01-20 14:00:00,2015,1,20,14,94.0,62.0,54.0,1700.0,31.0,4.0,1011.0,-9.4,0.0,ENE,1.5,75.0
16058,2015-01-20 15:00:00,2015,1,20,15,94.0,60.0,52.0,1600.0,34.0,5.0,1015.0,-8.9,0.0,NNE,1.4,70.0
16059,2015-01-20 16:00:00,2015,1,20,16,94.0,62.0,55.0,1500.0,34.0,5.0,1015.0,-8.9,0.0,E,0.9,76.0
16060,2015-01-20 17:00:00,2015,1,20,17,102.0,65.0,77.0,1600.0,16.0,3.0,1017.0,-9.6,0.0,NE,0.9,78.0
16061,2015-01-20 18:00:00,2015,1,20,18,114.0,57.0,95.0,1800.0,4.0,2.0,1014.0,-7.9,0.0,E,0.6,83.0
16062,2015-01-20 19:00:00,2015,1,20,19,106.0,68.0,95.0,1600.0,4.0,0.0,1017.0,-8.2,0.0,NE,0.8,83.0
16063,2015-01-20 20:00:00,2015,1,20,20,104.0,65.0,96.0,1600.0,3.0,-1.0,1017.0,-7.0,0.0,SW,0.4,80.0
16064,2015-01-20 21:00:00,2015,1,20,21,122.0,48.0,96.0,1900.0,2.0,-2.0,1016.0,-7.7,0.0,NNW,0.7,88.0
16065,2015-01-20 22:00:00,2015,1,20,22,119.0,54.0,98.0,2200.0,2.0,-2.0,1020.0,-7.3,0.0,NE,0.5,89.0
16066,2015-01-20 23:00:00,2015,1,20,23,107.0,67.0,95.0,2300.0,2.0,2.0,1018.0,-10.2,0.0,NNE,2.3,90.0
16067,2015-01-21 00:00:00,2015,1,21,0,52.0,34.0,67.0,1400.0,7.0,3.0,1017.0,-12.5,0.0,NNE,3.2,46.0
16068,2015-01-21 01:00:00,2015,1,21,1,23.0,16.0,38.0,700.0,26.0,3.0,1020.0,-12.5,0.0,N,4.9,14.0
16069,2015-01-21 02:00:00,2015,1,21,2,20.0,18.0,28.0,700.0,35.0,3.0,1021.0,-11.4,0.0,NNE,2.8,10.0
16070,2015-01-21 03:00:00,2015,1,21,3,18.0,25.0,22.0,700.0,40.0,2.0,1019.0,-11.9,0.0,NNE,2.1,12.0
16071,2015-01-21 04:00:00,2015,1,21,4,17.0,29.0,23.0,700.0,38.0,2.0,1021.0,-11.5,0.0,NNE,3.4,12.0
16072,2015-01-21 05:00:00,2015,1,21,5,16.0,24.0,20.0,700.0,40.0,1.0,1019.0,-12.1,0.0,NNE,2.4,12.0
16073,2015-01-21 06:00:00,2015,1,21,6,17.0,22.0,21.0,700.0,42.0,1.0,1019.0,-12.4,0.0,NNE,2.8,12.0
16074,2015-01-21 07:00:00,2015,1,21,7,23.0,22.0,17.0,700.0,47.0,1.0,1022.0,-12.4,0.0,NNE,3.2,12.0
16075,2015-01-21 08:00:00,2015,1,21,8,20.0,23.0,24.0,700.0,39.0,0.0,1025.0,-13.0,0.0,NNE,3.1,13.0
16076,2015-01-21 09:00:00,2015,1,21,9,23.0,19.0,30.0,800.0,36.0,1.0,1022.0,-13.1,0.0,NNE,3.4,14.0
16077,2015-01-21 10:00:00,2015,1,21,10,25.0,17.0,20.0,800.0,46.0,3.0,1026.0,-13.3,0.0,N,3.7,16.0
16078,2015-01-21 11:00:00,2015,1,21,11,23.0,20.0,16.0,700.0,52.0,3.0,1023.0,-15.2,0.0,NNE,4.0,13.0
16079,2015-01-21 12:00:00,2015,1,21,12,17.0,20.0,11.0,700.0,57.0,4.0,1022.0,-15.9,0.0,N,4.4,14.0
16080,2015-01-21 13:00:00,2015,1,21,13,14.0,18.0,11.0,600.0,60.0,5.0,1021.0,-17.4,0.0,NNE,4.2,14.0
16081,2015-01-21 14:00:00,2015,1,21,14,7.0,13.0,8.0,600.0,62.0,5.0,1019.0,-18.1,0.0,NNE,4.2,7.0
16082,2015-01-21 15:00:00,2015,1,21,15,9.0,10.0,6.0,600.0,66.0,6.0,1024.0,-17.3,0.0,NE,2.5,9.0
16083,2015-01-21 16:00:00,2015,1,21,16,7.0,10.0,6.0,600.0,66.0,5.0,1021.0,-18.8,0.0,NE,2.7,7.0
16084,2015-01-21 17:00:00,2015,1,21,17,12.0,11.0,12.0,600.0,61.0,5.0,1022.0,-16.8,0.0,NNE,1.9,9.0
16085,2015-01-21 18:00:00,2015,1,21,18,17.0,8.0,23.0,700.0,50.0,3.0,1023.0,-15.2,0.0,WSW,0.8,12.0
16086,2015-01-21 19:00:00,2015,1,21,19,23.0,12.0,53.0,900.0,23.0,-1.0,1020.0,-13.9,0.0,WNW,0.7,18.0
16087,2015-01-21 20:00:00,2015,1,21,20,30.0,22.0,76.0,1100.0,5.0,-2.0,1025.0,-14.8,0.0,NNE,0.5,24.0
16088,2015-01-21 21:00:00,2015,1,21,21,46.0,32.0,80.0,1400.0,2.0,-4.0,1022.0,-12.2,0.0,ESE,0.2,28.0
16089,2015-01-21 22:00:00,2015,1,21,22,75.0,37.0,86.0,1900.0,2.0,-5.0,1022.0,-13.8,0.0,WNW,0.1,46.0
16090,2015-01-21 23:00:00,2015,1,21,23,56.0,28.0,82.0,1900.0,2.0,-6.0,1020.0,-13.4,0.0,WNW,0.6,37.0
16091,2015-01-22 00:00:00,2015,1,22,0,62.0,24.0,81.0,1600.0,2.0,-6.0,1024.0,-11.1,0.0,W,0.2,38.0
16092,2015-01-22 01:00:00,2015,1,22,1,51.0,21.0,77.0,1600.0,2.0,-7.0,1021.0,-12.5,0.0,E,0.7,27.0
16093,2015-01-22 02:00:00,2015,1,22,2,48.0,37.0,75.0,1700.0,3.0,-4.0,1020.0,-13.4,0.0,ENE,0.8,48.0
16094,2015-01-22 03:00:00,2015,1,22,3,32.0,19.0,61.0,1200.0,7.0,-6.0,1022.0,-12.9,0.0,ESE,0.4,32.0
16095,2015-01-22 04:00:00,2015,1,22,4,28.0,16.0,53.0,1200.0,9.0,-7.0,1020.0,-13.1,0.0,NE,1.2,28.0
16096,2015-01-22 05:00:00,2015,1,22,5,35.0,22.0,59.0,1400.0,6.0,-8.0,1023.0,-14.2,0.0,ENE,1.4,35.0
16097,2015-01-22 06:00:00,2015,1,22,6,22.0,18.0,46.0,1100.0,13.0,-8.0,1020.0,-13.2,0.0,NE,1.2,22.0
16098,2015-01-22 07:00:00,2015,1,22,7,32.0,24.0,56.0,1400.0,4.0,-6.0,1022.0,-15.3,0.0,ENE,1.1,29.0
16099,2015-01-22 08:00:00,2015,1,22,8,72.0,31.0,61.0,1800.0,3.0,-6.0,1018.0,-15.0,0.0,NE,0.7,44.0
16100,2015-01-22 09:00:00,2015,1,22,9,135.0,39.0,68.0,2700.0,4.0,-4.0,1018.0,-15.6,0.0,ENE,1.7,90.0
16101,2015-01-22 10:00:00,2015,1,22,10,155.0,56.0,87.0,3000.0,4.0,0.0,1022.0,-14.0,0.0,E,1.2,108.0
16102,2015-01-22 11:00:00,2015,1,22,11,190.0,62.0,103.0,3200.0,7.0,1.0,1019.0,-13.5,0.0,ENE,1.2,142.0
16103,2015-01-22 12:00:00,2015,1,22,12,142.0,52.0,90.0,2400.0,15.0,2.0,1020.0,-13.4,0.0,ENE,1.4,125.0
16104,2015-01-22 13:00:00,2015,1,22,13,118.0,47.0,87.0,2200.0,18.0,3.0,1019.0,-14.7,0.0,WSW,0.8,103.0
16105,2015-01-22 14:00:00,2015,1,22,14,136.0,49.0,107.0,2500.0,14.0,5.0,1018.0,-15.0,0.0,SW,1.5,112.0
16106,2015-01-22 15:00:00,2015,1,22,15,154.0,47.0,117.0,2500.0,15.0,5.0,1019.0,-15.6,0.0,WSW,3.5,128.0
16107,2015-01-22 16:00:00,2015,1,22,16,101.0,36.0,61.0,1500.0,45.0,5.0,1015.0,-14.5,0.0,SSW,1.4,86.0
16108,2015-01-22 17:00:00,2015,1,22,17,149.0,48.0,64.0,1700.0,44.0,4.0,1013.0,-12.9,0.0,WSW,1.4,100.0
16109,2015-01-22 18:00:00,2015,1,22,18,247.0,81.0,98.0,2400.0,26.0,3.0,1014.0,-11.0,0.0,WSW,0.7,172.0
16110,2015-01-22 19:00:00,2015,1,22,19,263.0,81.0,118.0,2700.0,6.0,3.0,1014.0,-9.0,0.0,SW,1.9,196.0
16111,2015-01-22 20:00:00,2015,1,22,20,213.0,62.0,108.0,2400.0,3.0,-1.0,1018.0,-9.9,0.0,NW,0.7,165.0
16112,2015-01-22 21:00:00,2015,1,22,21,217.0,53.0,108.0,2500.0,2.0,-4.0,1017.0,-10.4,0.0,E,0.5,169.0
16113,2015-01-22 22:00:00,2015,1,22,22,236.0,59.0,113.0,3100.0,2.0,-4.0,1014.0,-11.7,0.0,ENE,1.3,176.0
16114,2015-01-22 23:00:00,2015,1,22,23,257.0,75.0,143.0,4500.0,2.0,-2.0,1013.0,-11.3,0.0,ENE,1.3,211.0
16115,2015-01-23 00:00:00,2015,1,23,0,276.0,85.0,140.0,4700.0,2.0,-2.0,1013.0,-12.7,0.0,ENE,1.2,218.0
16116,2015-01-23 01:00:00,2015,1,23,1,282.0,88.0,130.0,4500.0,2.0,-4.0,1011.0,-13.4,0.0,ENE,1.0,237.0
16117,2015-01-23 02:00:00,2015,1,23,2,257.0,81.0,126.0,4200.0,2.0,-2.0,1011.0,-11.8,0.0,ENE,1.7,221.0
16118,2015-01-23 03:00:00,2015,1,23,3,228.0,78.0,120.0,3900.0,2.0,-4.0,1016.0,-13.2,0.0,ENE,1.2,196.0
16119,2015-01-23 04:00:00,2015,1,23,4,214.0,69.0,116.0,3700.0,2.0,-5.0,1012.0,-13.1,0.0,ENE,1.2,184.0
16120,2015-01-23 05:00:00,2015,1,23,5,176.0,68.0,122.0,3700.0,2.0,-5.0,1015.0,-12.9,0.0,ENE,1.2,157.0
16121,2015-01-23 06:00:00,2015,1,23,6,186.0,62.0,120.0,3800.0,2.0,-5.0,1012.0,-12.7,0.0,ENE,0.9,160.0
16122,2015-01-23 07:00:00,2015,1,23,7,194.0,48.0,119.0,4000.0,2.0,-7.0,1014.0,-11.9,0.0,E,0.2,162.0
16123,2015-01-23 08:00:00,2015,1,23,8,198.0,53.0,122.0,4000.0,2.0,-7.0,1016.0,-10.7,0.0,E,0.3,167.0
16124,2015-01-23 09:00:00,2015,1,23,9,208.0,65.0,113.0,3900.0,2.0,-4.0,1013.0,-12.0,0.0,ENE,1.3,172.0
16125,2015-01-23 10:00:00,2015,1,23,10,199.0,73.0,102.0,3500.0,4.0,1.0,1014.0,-10.2,0.0,ENE,2.4,169.0
16126,2015-01-23 11:00:00,2015,1,23,11,197.0,67.0,89.0,2900.0,9.0,2.0,1011.0,-10.5,0.0,NE,1.3,162.0
16127,2015-01-23 12:00:00,2015,1,23,12,208.0,69.0,101.0,3000.0,8.0,3.0,1014.0,-12.1,0.0,ENE,0.4,176.0
16128,2015-01-23 13:00:00,2015,1,23,13,202.0,68.0,105.0,2900.0,10.0,4.0,1014.0,-13.4,0.0,NNW,0.1,182.0
16129,2015-01-23 14:00:00,2015,1,23,14,200.0,72.0,114.0,3000.0,10.0,5.0,1013.0,-13.4,0.0,W,0.9,183.0
16130,2015-01-23 15:00:00,2015,1,23,15,183.0,83.0,119.0,3000.0,9.0,7.0,1013.0,-12.8,0.0,W,1.5,170.0
16131,2015-01-23 16:00:00,2015,1,23,16,170.0,85.0,124.0,3000.0,7.0,7.0,1010.0,-11.7,0.0,WNW,1.2,157.0
16132,2015-01-23 17:00:00,2015,1,23,17,207.0,73.0,138.0,3300.0,3.0,4.0,1014.0,-11.6,0.0,WNW,0.7,180.0
16133,2015-01-23 18:00:00,2015,1,23,18,206.0,72.0,139.0,3300.0,2.0,1.0,1012.0,-10.5,0.0,ENE,1.8,181.0
16134,2015-01-23 19:00:00,2015,1,23,19,251.0,74.0,138.0,3400.0,2.0,2.0,1012.0,-9.6,0.0,E,0.7,209.0
16135,2015-01-23 20:00:00,2015,1,23,20,244.0,59.0,132.0,3500.0,2.0,-1.0,1013.0,-8.2,0.0,WNW,0.1,205.0
16136,2015-01-23 21:00:00,2015,1,23,21,244.0,50.0,131.0,3800.0,2.0,-4.0,1017.0,-10.2,0.0,NE,0.3,206.0
16137,2015-01-23 22:00:00,2015,1,23,22,242.0,49.0,135.0,4300.0,2.0,-4.0,1015.0,-9.2,0.0,W,0.7,202.0
16138,2015-01-23 23:00:00,2015,1,23,23,265.0,46.0,134.0,4300.0,2.0,-2.0,1013.0,-8.1,0.0,ENE,1.7,210.0
16139,2015-01-24 00:00:00,2015,1,24,0,267.0,73.0,148.0,4900.0,2.0,-1.0,1017.0,-8.7,0.0,NE,1.6,232.0
16140,2015-01-24 01:00:00,2015,1,24,1,186.0,74.0,111.0,3200.0,2.0,-4.0,1015.0,-10.2,0.0,ENE,0.4,186.0
16141,2015-01-24 02:00:00,2015,1,24,2,114.0,44.0,85.0,2300.0,2.0,-4.0,1015.0,-9.4,0.0,NW,0.9,114.0
16142,2015-01-24 03:00:00,2015,1,24,3,63.0,26.0,57.0,1500.0,9.0,-4.0,1018.0,-9.4,0.0,NE,0.8,63.0
16143,2015-01-24 04:00:00,2015,1,24,4,47.0,27.0,62.0,1500.0,8.0,-5.0,1017.0,-9.4,0.0,NE,0.9,47.0
16144,2015-01-24 05:00:00,2015,1,24,5,47.0,28.0,67.0,1400.0,9.0,-4.0,1017.0,-10.8,0.0,NE,0.8,47.0
16145,2015-01-24 06:00:00,2015,1,24,6,39.0,26.0,66.0,1400.0,8.0,-5.0,1019.0,-10.4,0.0,ENE,0.3,39.0
16146,2015-01-24 07:00:00,2015,1,24,7,30.0,21.0,71.0,1200.0,4.0,-1.0,1021.0,-10.4,0.0,N,0.6,30.0
16147,2015-01-24 08:00:00,2015,1,24,8,30.0,21.0,74.0,1100.0,2.0,-4.0,1018.0,-10.6,0.0,S,0.4,23.0
16148,2015-01-24 09:00:00,2015,1,24,9,142.0,34.0,62.0,1500.0,9.0,-1.0,1023.0,-6.8,0.0,W,0.6,64.0
16149,2015-01-24 10:00:00,2015,1,24,10,120.0,37.0,57.0,1500.0,13.0,3.0,1021.0,-7.0,0.0,SW,2.0,76.0
16150,2015-01-24 11:00:00,2015,1,24,11,120.0,40.0,64.0,1800.0,12.0,3.0,1025.0,-7.8,0.0,SW,3.0,86.0
16151,2015-01-24 12:00:00,2015,1,24,12,108.0,45.0,63.0,2100.0,16.0,3.0,1023.0,-9.0,0.0,SW,2.5,88.0
16152,2015-01-24 13:00:00,2015,1,24,13,91.0,47.0,58.0,2000.0,23.0,3.0,1018.0,-11.4,0.0,S,1.9,86.0
16153,2015-01-24 14:00:00,2015,1,24,14,103.0,47.0,61.0,2000.0,25.0,3.0,1019.0,-11.4,0.0,SW,1.7,86.0
16154,2015-01-24 15:00:00,2015,1,24,15,97.0,34.0,56.0,1800.0,32.0,3.0,1022.0,-11.7,0.0,SW,1.4,86.0
16155,2015-01-24 16:00:00,2015,1,24,16,97.0,28.0,60.0,1800.0,26.0,3.0,1018.0,-11.0,0.0,WNW,1.2,81.0
16156,2015-01-24 17:00:00,2015,1,24,17,89.0,28.0,68.0,1900.0,19.0,3.0,1018.0,-10.3,0.0,NW,1.0,78.0
16157,2015-01-24 18:00:00,2015,1,24,18,110.0,41.0,82.0,2400.0,7.0,3.0,1019.0,-8.1,0.0,NE,1.3,82.0
16158,2015-01-24 19:00:00,2015,1,24,19,106.0,34.0,83.0,2200.0,6.0,2.0,1023.0,-6.8,0.0,ENE,1.5,78.0
16159,2015-01-24 20:00:00,2015,1,24,20,98.0,28.0,80.0,2000.0,5.0,1.0,1020.0,-3.7,0.0,N,1.5,75.0
16160,2015-01-24 21:00:00,2015,1,24,21,86.0,20.0,77.0,1900.0,3.0,1.0,1021.0,-2.1,0.0,NE,0.8,71.0
16161,2015-01-24 22:00:00,2015,1,24,22,89.0,16.0,74.0,1800.0,2.0,0.0,1023.0,-2.1,0.2,WNW,1.1,80.0
16162,2015-01-24 23:00:00,2015,1,24,23,77.0,14.0,61.0,1600.0,4.0,0.0,1022.0,-2.1,0.0,W,1.3,77.0
16163,2015-01-25 00:00:00,2015,1,25,0,83.0,13.0,58.0,1600.0,3.0,0.0,1023.0,-2.2,0.0,W,1.7,83.0
16164,2015-01-25 01:00:00,2015,1,25,1,80.0,12.0,54.0,1500.0,4.0,0.0,1020.0,-2.4,0.0,W,1.5,80.0
16165,2015-01-25 02:00:00,2015,1,25,2,79.0,12.0,50.0,1400.0,4.0,0.0,1022.0,-2.5,0.0,W,1.0,79.0
16166,2015-01-25 03:00:00,2015,1,25,3,74.0,13.0,51.0,1300.0,4.0,-1.0,1019.0,-3.5,0.0,W,1.1,74.0
16167,2015-01-25 04:00:00,2015,1,25,4,73.0,12.0,48.0,1300.0,5.0,0.0,1019.0,-2.7,0.0,W,0.9,73.0
16168,2015-01-25 05:00:00,2015,1,25,5,66.0,13.0,34.0,1200.0,17.0,0.0,1019.0,-2.9,0.0,WSW,1.4,66.0
16169,2015-01-25 06:00:00,2015,1,25,6,68.0,14.0,33.0,1100.0,16.0,0.0,1019.0,-3.2,0.0,W,1.7,68.0
16170,2015-01-25 07:00:00,2015,1,25,7,67.0,13.0,49.0,1300.0,4.0,0.0,1020.0,-2.9,0.0,W,1.1,67.0
16171,2015-01-25 08:00:00,2015,1,25,8,74.0,13.0,50.0,1400.0,2.0,0.0,1023.0,-2.9,0.0,W,1.3,74.0
16172,2015-01-25 09:00:00,2015,1,25,9,84.0,14.0,50.0,1400.0,2.0,0.0,1019.0,-3.2,0.0,WSW,1.6,84.0
16173,2015-01-25 10:00:00,2015,1,25,10,84.0,19.0,44.0,1400.0,8.0,1.0,1023.0,-3.5,0.0,WSW,1.9,84.0
16174,2015-01-25 11:00:00,2015,1,25,11,88.0,24.0,44.0,1400.0,12.0,2.0,1021.0,-3.5,0.0,SSW,1.9,88.0
16175,2015-01-25 12:00:00,2015,1,25,12,90.0,25.0,34.0,1400.0,24.0,3.0,1021.0,-4.2,0.0,SSW,1.7,90.0
16176,2015-01-25 13:00:00,2015,1,25,13,109.0,24.0,47.0,1600.0,19.0,3.0,1019.0,-4.7,0.0,WSW,2.3,105.0
16177,2015-01-25 14:00:00,2015,1,25,14,117.0,26.0,52.0,1600.0,23.0,3.5,1018.9,-4.5,0.0,WSW,1.5,117.0
16178,2015-01-25 15:00:00,2015,1,25,15,115.0,26.0,52.0,1500.0,28.0,4.0,1019.0,-4.5,0.0,WSW,1.7,115.0
16179,2015-01-25 16:00:00,2015,1,25,16,119.0,27.0,56.0,1500.0,32.0,3.0,1017.0,-4.9,0.0,WSW,1.4,119.0
16180,2015-01-25 17:00:00,2015,1,25,17,124.0,25.0,64.0,1600.0,23.0,3.0,1018.0,-3.8,0.0,WSW,2.1,123.0
16181,2015-01-25 18:00:00,2015,1,25,18,174.0,19.0,75.0,1900.0,8.0,2.0,1018.0,-3.9,0.0,WSW,2.7,149.0
16182,2015-01-25 19:00:00,2015,1,25,19,189.0,18.0,76.0,2100.0,3.0,1.0,1019.0,-3.5,0.0,SW,2.0,169.0
16183,2015-01-25 20:00:00,2015,1,25,20,177.0,15.0,68.0,2100.0,2.0,0.0,1018.0,-3.7,0.0,WSW,1.5,166.0
16184,2015-01-25 21:00:00,2015,1,25,21,172.0,15.0,65.0,2000.0,2.0,0.0,1021.0,-3.7,0.0,SW,2.3,160.0
16185,2015-01-25 22:00:00,2015,1,25,22,164.0,22.0,65.0,2000.0,2.0,-1.0,1017.0,-3.8,0.0,W,1.0,164.0
16186,2015-01-25 23:00:00,2015,1,25,23,184.0,18.0,62.0,2200.0,2.0,-4.0,1020.0,-6.0,0.0,W,1.2,171.0
16187,2015-01-26 00:00:00,2015,1,26,0,199.0,19.0,63.0,2300.0,2.0,-4.0,1020.0,-5.5,0.0,W,0.6,188.0
16188,2015-01-26 01:00:00,2015,1,26,1,197.0,16.0,62.0,2500.0,2.0,-4.0,1016.0,-5.3,0.0,ENE,0.9,191.0
16189,2015-01-26 02:00:00,2015,1,26,2,193.0,15.0,67.0,3000.0,2.0,-4.0,1019.0,-5.3,0.0,ENE,1.2,188.0
16190,2015-01-26 03:00:00,2015,1,26,3,213.0,15.0,72.0,3500.0,2.0,-5.0,1016.0,-6.4,0.0,ENE,0.7,192.0
16191,2015-01-26 04:00:00,2015,1,26,4,224.0,19.0,76.0,4200.0,2.0,-4.0,1018.0,-5.0,0.0,ENE,1.3,218.0
16192,2015-01-26 05:00:00,2015,1,26,5,185.0,15.0,71.0,3400.0,2.0,-4.0,1018.0,-5.8,0.0,WNW,0.6,185.0
16193,2015-01-26 06:00:00,2015,1,26,6,208.0,11.0,66.0,3600.0,2.0,-4.0,1017.0,-5.5,0.0,NE,1.5,200.0
16194,2015-01-26 07:00:00,2015,1,26,7,170.0,10.0,61.0,3000.0,2.0,-2.0,1020.0,-3.7,0.0,NE,1.3,169.0
16195,2015-01-26 08:00:00,2015,1,26,8,194.0,11.0,64.0,3400.0,2.0,1.0,1017.0,-3.9,0.0,NNE,3.3,184.0
16196,2015-01-26 09:00:00,2015,1,26,9,126.0,28.0,68.0,2400.0,2.0,3.0,1018.0,-8.1,0.0,N,3.5,126.0
16197,2015-01-26 10:00:00,2015,1,26,10,42.0,29.0,41.0,1200.0,18.0,3.0,1021.0,-9.6,0.0,NNE,3.4,42.0
16198,2015-01-26 11:00:00,2015,1,26,11,32.0,21.0,21.0,800.0,36.0,4.0,1021.0,-12.0,0.0,NNE,4.4,20.0
16199,2015-01-26 12:00:00,2015,1,26,12,16.0,14.0,14.0,800.0,47.0,3.0,1027.0,-13.8,0.0,NNE,3.5,16.0
16200,2015-01-26 13:00:00,2015,1,26,13,9.0,2.0,5.0,700.0,61.0,3.0,1023.0,-14.7,0.0,NNE,3.9,9.0
16201,2015-01-26 14:00:00,2015,1,26,14,6.0,2.0,4.0,700.0,63.0,3.0,1023.0,-17.3,0.0,NE,2.4,6.0
16202,2015-01-26 15:00:00,2015,1,26,15,9.0,2.0,4.0,700.0,66.0,3.0,1024.0,-20.4,0.0,NE,2.9,9.0
16203,2015-01-26 16:00:00,2015,1,26,16,8.0,2.0,4.0,700.0,66.0,3.0,1026.0,-19.1,0.0,NNE,4.1,8.0
16204,2015-01-26 17:00:00,2015,1,26,17,6.0,2.0,6.0,700.0,67.0,2.0,1027.0,-22.8,0.0,NNE,1.3,6.0
16205,2015-01-26 18:00:00,2015,1,26,18,10.0,3.0,8.0,700.0,62.0,1.0,1027.0,-22.8,0.0,NNE,2.4,7.0
16206,2015-01-26 19:00:00,2015,1,26,19,7.0,2.0,8.0,700.0,59.0,0.0,1028.0,-22.2,0.0,NE,2.2,6.0
16207,2015-01-26 20:00:00,2015,1,26,20,7.0,2.0,8.0,700.0,59.0,-1.0,1033.0,-20.6,0.0,NNE,3.0,6.0
16208,2015-01-26 21:00:00,2015,1,26,21,8.0,4.0,8.0,700.0,57.0,-1.0,1027.0,-20.6,0.0,NNE,4.7,8.0
16209,2015-01-26 22:00:00,2015,1,26,22,11.0,5.0,13.0,700.0,49.0,-2.0,1033.0,-20.9,0.0,N,3.9,11.0
16210,2015-01-26 23:00:00,2015,1,26,23,18.0,5.0,13.0,600.0,48.0,-4.0,1031.0,-22.6,0.0,NNE,1.9,9.0
16211,2015-01-27 00:00:00,2015,1,27,0,11.0,4.0,9.0,600.0,53.0,-5.0,1034.0,-22.5,0.0,ENE,1.9,8.0
16212,2015-01-27 01:00:00,2015,1,27,1,10.0,6.0,5.0,600.0,56.0,-5.0,1032.0,-22.0,0.0,NNE,2.6,6.0
16213,2015-01-27 02:00:00,2015,1,27,2,10.0,14.0,8.0,700.0,51.0,-6.0,1034.0,-22.0,0.0,NE,3.3,10.0
16214,2015-01-27 03:00:00,2015,1,27,3,7.0,16.0,5.0,700.0,54.0,-6.0,1033.0,-21.6,0.0,NNE,3.6,7.0
16215,2015-01-27 04:00:00,2015,1,27,4,8.0,20.0,7.0,700.0,51.0,-7.0,1031.0,-22.1,0.0,NE,1.8,8.0
16216,2015-01-27 05:00:00,2015,1,27,5,10.0,21.0,7.0,700.0,50.0,-7.0,1033.0,-22.1,0.0,NE,2.9,10.0
16217,2015-01-27 06:00:00,2015,1,27,6,10.0,21.0,7.0,700.0,49.0,-7.0,1028.0,-21.7,0.0,ENE,2.9,10.0
16218,2015-01-27 07:00:00,2015,1,27,7,10.0,23.0,14.0,800.0,43.0,-7.0,1029.0,-21.0,0.0,NE,1.2,9.0
16219,2015-01-27 09:00:00,2015,1,27,9,14.0,16.0,44.0,1000.0,24.0,-6.0,1034.0,-22.5,0.0,NE,3.2,14.0
16220,2015-01-27 10:00:00,2015,1,27,10,26.0,16.0,35.0,1000.0,32.0,-4.0,1033.0,-22.6,0.0,NE,3.1,18.0
